No,テーマ,種別,テキスト,date,account,structure,status,post_url,impressions,likes,bookmarks,reposts,profile_visits,note
08,設計・アーキテクチャ 10日間ロードマップ,リプ6日目,"非機能要件を数える

ここを落とす方が多いです。

・性能 / 可用性 / セキュリティ / 運用性
・どこまで必要かを先に決める
・全部を最高にしようとしない

今日の宿題は、担当システムの非機能要件を1つ言語化すること。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
08,設計・アーキテクチャ 10日間ロードマップ,リプ7日目,"変更に強くする

作って終わりではない、の中身です。

・捨てやすい単位で作る
・設定と実装を分ける
・後から足せる余地を残す

「どこが変わる前提か」を言えれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
08,設計・アーキテクチャ 10日間ロードマップ,リプ8日目,"運用する人を想像する

評価が一段上がる観点です。

・障害時にどこを見れば分かるか
・手順書なしで他人が動かせるか
・監視できる形になっているか

作った人以外が触れる設計になっているか、が論点です。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
08,設計・アーキテクチャ 10日間ロードマップ,リプ9日目,"図で説明する

伝わらない設計は無いのと同じです。

・登場人物とデータの流れを描く
・粒度を揃える
・1枚で全体、もう1枚で詳細

構成図を5分で描けるようにしておくと強いです。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
08,設計・アーキテクチャ 10日間ロードマップ,リプ10日目,"総復習

今日確認すること。

・責務の分け方
・層の分け方
・依存の向き
・データの持ち方
・採らなかった案の残し方
・非機能要件
・変更に強い作り
・運用する人の視点
・図での説明

ここまで説明できれば、少しはやりますの一段上に行けるかと。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
09,監視・障害対応 10日間ロードマップ,本文,"IT企業でエンジニア採用してますが、微経験の方に「障害対応の経験はありますか」と聞くと、多くの方がありますと答えます。ただその時の動き方の話に入ると、そこで止まる方がかなり多い印象です。

そこで【監視・障害対応10日間ロードマップ】を作りました。

1日15〜30分でOK。
面接で差がつく順に並べてます。

1日目

↓",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
09,監視・障害対応 10日間ロードマップ,リプ1日目,"何を見るかを決める

監視は入れる前に、決めるところからです。

・利用者から見て困る状態を書き出す
・その状態が分かる数字を選ぶ
・見ない数字は取らない

「なぜこれを監視するか」を言えれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
09,監視・障害対応 10日間ロードマップ,リプ2日目,"メトリクスとログを分ける

役割が違います。

・メトリクスは数字の推移
・ログは起きた出来事の記録
・異常に気づくのがメトリクス、原因を追うのがログ

使い分けを一言で言えれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
09,監視・障害対応 10日間ロードマップ,リプ3日目,"アラートを設計する

鳴らしすぎると誰も見なくなります。

・人が今すぐ動く必要があるものだけ鳴らす
・閾値は実績から決める
・鳴ったら何をするかをセットで書く

アラート疲れが起きる理由を説明できるのが目標。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
09,監視・障害対応 10日間ロードマップ,リプ4日目,"一次対応を決める

最初の5分で差がつきます。

・止めるか、粘るかを判断する
・影響範囲を先に確認する
・関係者に早く共有する

「まず何をするか」を順番で言えるのが目標。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
09,監視・障害対応 10日間ロードマップ,リプ5日目,"切り分けの順番を持つ

面接で最も差がつく領域です。

・利用者 / ネットワーク / アプリ / DB のどこか
・直近の変更を疑う
・当てずっぽうで触らない

手順を持っているかどうかを見ています。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
09,監視・障害対応 10日間ロードマップ,リプ6日目,"ログから原因に辿り着く

事実で語れるようになります。

・時刻で絞る
・エラーの最初の1件を探す
・前後の処理を追う

今日の宿題は、過去のエラーログを1件、最初まで遡ること。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
09,監視・障害対応 10日間ロードマップ,リプ7日目,"復旧と恒久対応を分ける

急ぐ対応と、直す対応は別です。

・まず止血する
・原因究明は落ち着いてから
・応急処置を放置しない

この2つを分けて話せれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
09,監視・障害対応 10日間ロードマップ,リプ8日目,"再発防止を設計する

評価が一番上がる部分です。

・人の注意ではなく仕組みで防ぐ
・検知できる形にする
・手順書とチェックを残す

「気をつけます」で終わらせない、が要点です。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
09,監視・障害対応 10日間ロードマップ,リプ9日目,"振り返りを残す

チームの資産になります。

・時系列で何が起きたか
・人を責めない書き方
・次に同じことが起きたらどうするか

ポストモーテムを書いた経験は、そのまま面接で話せます。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
09,監視・障害対応 10日間ロードマップ,リプ10日目,"総復習

今日確認すること。

・何を監視するかの決め方
・メトリクスとログの違い
・アラート設計
・一次対応の順番
・切り分けの手順
・ログの追い方
・復旧と恒久対応
・再発防止の設計
・振り返りの残し方

ここまで説明できれば、対応しましたの一言より確実に伝わるかと。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
10,パフォーマンスチューニング 10日間ロードマップ,本文,"IT企業でエンジニア採用してますが、微経験の方に「重い処理を直した経験はありますか」と聞くと、多くの方がありますと答えます。ただ何を根拠に直したかの話に入ると、そこで止まる方がかなり多い印象です。

そこで【パフォーマンス10日間ロードマップ】を作りました。

1日15〜30分でOK。
面接で差がつく順に並べてます。

1日目

↓",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
10,パフォーマンスチューニング 10日間ロードマップ,リプ1日目,"測ってから直す

ここを飛ばす方が本当に多いです。

・体感ではなく数字で確認する
・直す前の値を記録する
・改善後に同じ条件で測り直す

「前後で何秒変わったか」を言えるのが出発点。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
10,パフォーマンスチューニング 10日間ロードマップ,リプ2日目,"どこが遅いかを絞る

全部を疑うと終わりません。

・通信 / アプリ / DB のどこか
・処理時間の内訳を出す
・一番大きい塊から手をつける

内訳を出せれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
10,パフォーマンスチューニング 10日間ロードマップ,リプ3日目,"N+1を潰す

最も頻度が高い原因です。

・一覧の後にループで1件ずつ取っている
・発行SQLのログを見る
・まとめて取る形に変える

見つけて直した経験は、そのまま面接の材料になります。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
10,パフォーマンスチューニング 10日間ロードマップ,リプ4日目,"インデックスを見直す

効き方を理解する日です。

・WHEREやJOINの条件列に張る
・書き込みは遅くなるトレードオフ
・張ったのに効かないケースがある

「張れば速い」ではない、と言えれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
10,パフォーマンスチューニング 10日間ロードマップ,リプ5日目,"実行計画を読む

面接で最も差がつく領域です。

・EXPLAINでインデックスが使われているか
・全件走査になっていないか
・想定と実際のずれを確認する

推測ではなく計画で語れるかを見ています。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
10,パフォーマンスチューニング 10日間ロードマップ,リプ6日目,"キャッシュを使う

効果は大きいですが、事故も起きます。

・同じ結果を使い回す
・いつ消すかを先に決める
・古いデータを出さない設計

今日の宿題は、キャッシュを消す条件を1つ言語化すること。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
10,パフォーマンスチューニング 10日間ロードマップ,リプ7日目,"重い処理を非同期にする

待たせない作り方です。

・その場で返す部分と、後でやる部分を分ける
・キューに積んで順に処理する
・失敗したときの再実行

「なぜ非同期にしたか」を言えるのが目標。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
10,パフォーマンスチューニング 10日間ロードマップ,リプ8日目,"通信とフロントを見る

サーバだけが原因とは限りません。

・画像とファイルサイズ
・リクエスト回数を減らす
・キャッシュヘッダとCDN

表示までの遅さの内訳を分けられれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
10,パフォーマンスチューニング 10日間ロードマップ,リプ9日目,"負荷をかけて確かめる

本番前にやることです。

・想定の利用量で試す
・限界がどこかを知る
・落ちたときにどうなるかを見る

「何件まで耐えるか」を数字で言えると強いです。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
10,パフォーマンスチューニング 10日間ロードマップ,リプ10日目,"総復習

今日確認すること。

・測ってから直す
・遅い場所の絞り込み
・N+1問題
・インデックスのトレードオフ
・実行計画の読み方
・キャッシュの扱い
・非同期処理
・通信とフロント側
・負荷試験

ここまで説明できれば、直しましたの一言が実績に変わるかと。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
