No,テーマ,種別,テキスト,date,account,structure,status,post_url,impressions,likes,bookmarks,reposts,profile_visits,note
04,AWS 10日間ロードマップ,リプ3日目,"VPCを組む

ここを避けると、あとで必ず詰まります。

・パブリックサブネットとプライベートサブネット
・ルートテーブルとインターネットゲートウェイ
・セキュリティグループとネットワークACL

「なぜDBをプライベートに置くか」を説明できれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
04,AWS 10日間ロードマップ,リプ4日目,"EC2を立てる

基本の1台です。

・インスタンスタイプの選び方
・キーペアとSSH接続
・停止と終了の違い

起動して、SSHで入って、止められれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
04,AWS 10日間ロードマップ,リプ5日目,"S3を使う

面接で最も差がつく領域です。

・バケットはデフォルトで非公開
・署名付きURLで一時的に渡す
・ライフサイクルで古いデータを安く保管する

「公開設定をどう管理するか」を見ています。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
04,AWS 10日間ロードマップ,リプ6日目,"RDSを立てる

DBをマネージドに任せる話です。

・バックアップとスナップショットの違い
・マルチAZは可用性、リードレプリカは負荷分散
・パラメータグループで設定を変える

今日の宿題は、自動バックアップの保持期間を確認してみること。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
04,AWS 10日間ロードマップ,リプ7日目,"監視と通知を入れる

運用の話ができるようになります。

・CloudWatchのメトリクスとログ
・アラームを閾値で鳴らす
・SNSで通知先につなぐ

「何を監視するか」を自分で選べれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
04,AWS 10日間ロードマップ,リプ8日目,"ロードバランサとスケーリング

止まらない構成の基本です。

・ALBでリクエストを振り分ける
・ヘルスチェックで異常なインスタンスを外す
・Auto Scalingで台数を増減させる

なぜスケールアウトを選ぶか、を言えると強いです。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
04,AWS 10日間ロードマップ,リプ9日目,"コストを見る

ここまで話せる方は本当に少ないです。

・Cost Explorerで何に使っているか見る
・使っていないEIPやEBSが課金され続ける
・リザーブドやSavings Plansで下げる

コスト削減の提案を1つ出せれば十分です。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
04,AWS 10日間ロードマップ,リプ10日目,"総復習

今日確認すること。

・リージョンとAZ
・IAMと最小権限
・VPCとサブネット設計
・EC2の基本操作
・S3の公開管理
・RDSのバックアップと冗長化
・CloudWatchでの監視
・ALBとAuto Scaling
・コストの見方

ここまで説明できれば、資格だけの人とは明確に差がつくかと。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
05,ネットワーク 10日間ロードマップ,本文,"IT企業でエンジニア採用してますが、微経験の方に「ネットワークは分かりますか」と聞くと、多くの方が一通りはと答えます。ただ障害の切り分けの話に入ると、そこで止まる方がかなり多い印象です。

そこで【ネットワーク10日間ロードマップ】を作りました。

1日15〜30分でOK。
面接で差がつく順に並べてます。

1日目

↓",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
05,ネットワーク 10日間ロードマップ,リプ1日目,"URLを打ってから表示されるまでを追う

全部ここから繋がっています。

・名前解決 → 接続 → リクエスト → 応答
・どこで時間がかかっているか
・ブラウザの開発者ツールで実際に見る

流れを口で説明できれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
05,ネットワーク 10日間ロードマップ,リプ2日目,"DNSを理解する

つながらない原因の上位です。

・ドメイン名をIPに変換する仕組み
・Aレコード / CNAME / TTL
・切り替え直後はキャッシュが残る

「反映されない」の原因を説明できるのが目標。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
05,ネットワーク 10日間ロードマップ,リプ3日目,"IPとサブネットを読む

設計の話ができるようになります。

・プライベートIPとグローバルIP
・サブネットマスクとCIDR表記
・同じネットワークかどうかの判断

/24 が何台分かを即答できれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
05,ネットワーク 10日間ロードマップ,リプ4日目,"TCPとUDPを使い分ける

最初の壁です。

・TCPは順番と再送を保証する
・UDPは速いが届く保証がない
・3ウェイハンドシェイク

「なぜこの通信はTCPなのか」を言えるのが目標。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
05,ネットワーク 10日間ロードマップ,リプ5日目,"HTTPを読む

面接で最も差がつく領域です。

・メソッドとステータスコードの意味
・リクエストヘッダとレスポンスヘッダ
・4xxと5xxで原因の所在が変わる

502と504の違いを説明できるかを見ています。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
05,ネットワーク 10日間ロードマップ,リプ6日目,"ポートとファイアウォール

つながらない時の定番です。

・ポート番号は入口の番号
・待ち受けているか確認する
・セキュリティグループやiptablesで塞がれる

今日の宿題は、手元でポートが開いているか確認してみること。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
05,ネットワーク 10日間ロードマップ,リプ7日目,"切り分けのコマンドを使う

推測ではなく事実で語れるようになります。

・ping で到達性
・dig / nslookup で名前解決
・curl -v でどこまで進んだか

どこで止まっているかを特定できれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
05,ネットワーク 10日間ロードマップ,リプ8日目,"HTTPSと証明書

止まると全部止まる領域です。

・暗号化と、相手が本物かの確認は別
・証明書の有効期限切れ
・中間証明書の設定漏れ

証明書エラーの原因を切り分けられれば今日はOK。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
05,ネットワーク 10日間ロードマップ,リプ9日目,"プロキシとロードバランサ

構成図が読めるようになります。

・リバースプロキシが前に立つ構成
・X-Forwarded-For で元のIPを見る
・ヘルスチェックで振り分け先を外す

ログに出るIPがなぜ全部同じか、を説明できると強いです。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
05,ネットワーク 10日間ロードマップ,リプ10日目,"総復習

今日確認すること。

・表示までの流れ
・DNSとTTL
・IPとサブネット
・TCPとUDP
・HTTPのステータスコード
・ポートとファイアウォール
・ping / dig / curl の使い分け
・HTTPSと証明書
・プロキシとロードバランサ

ここまで説明できれば、障害の切り分けで止まらなくなるかと。",2026-09-25,tamura,n日間ロードマップ型,draft,,,,,,,
