No,テーマ,種別,テキスト,date,account,structure,status,post_url,impressions,likes,bookmarks,reposts,profile_visits,note
02,志望動機,本文,"志望動機は、3つの軸で組み立てると他社では言えない理由になります

【例】
前職の課題：紙とExcelの管理に限界を感じていた
御社で解決できる理由：そこを自動化する設計になっている
自分が貢献できること：困っていた側として顧客に説明できる",2026-09-23,kei,3軸フレーム提示型,draft,,,,,,,
03,転職の軸,本文,"大手メーカーで人事部長してますが、
転職の軸は3つに絞ると面接で刺さります

【例】
業界：〇〇業界であること
職種：〇〇職として提案から関われること
組織：評価基準が明文化されていること

3点にできるだけ多く合致する企業を探している、と伝えるのが型だったりします。",2026-09-23,kei,3軸フレーム提示型,draft,,,,,,,
04,強み,本文,"強みは、3つの軸で語ると具体性が一気に上がります

【例】
何が得意か：初対面の相手から情報を引き出すこと
どんな場面で発揮したか：問い合わせ対応で背景を確認してから提案に変えた
何が起きたか：差し戻しが減り、対応件数も増えた",2026-09-23,kei,3軸フレーム提示型,draft,,,,,,,
05,失敗談,本文,"失敗談は、3つの軸で話すと強みに変わります

【例】
事実：受注が3ヶ月ゼロだった
原因の特定：決裁者に会えていなかった
今の運用：初回商談で決裁フローを必ず確認している

反省で止めず、今の運用まで話すのがポイントだったりします。",2026-09-23,kei,3軸フレーム提示型,draft,,,,,,,
06,逆質問,本文,"逆質問は、3つの角度で用意しておくと外しません

【例】
役割：入社直後に担当するのはどの領域になりますか
体制：チームの構成と、連携する部署はどこですか
事業：今いちばん伸ばしたい領域はどこですか

相手の立場に合わせて、この中から2つ選ぶ形になります。",2026-09-23,kei,3軸フレーム提示型,draft,,,,,,,
07,入社後の目標,本文,"入社後にやりたいことは、3つの時間軸で話すと具体的になります

【例】
3ヶ月：担当を一人で回せる状態になる
1年：既存顧客の拡大で数字を持つ
3年：後輩に教えられる範囲を作る

期間を区切るだけで、本気度の伝わり方が変わったりします。",2026-09-23,kei,3軸フレーム提示型,draft,,,,,,,
08,1on1で話すこと,本文,"1on1は、3つの軸で持っていくと時間が無駄になりません

【例】
進捗：いま動いている案件の状況
詰まり：判断に迷っていること
相談：自分の案を先に出したうえでの確認

「特にありません」で終わる1on1は、機会を捨てているだけだったりします。",2026-09-23,kei,3軸フレーム提示型,draft,,,,,,,
09,職務経歴書の要約,本文,"職務要約の3行は、この順番で書くと読まれます

【例】
1行目：どの領域で何年やってきたか
2行目：直近で任されている範囲
3行目：応募先で活かせること

ここだけで判断されることがあるので、いちばん時間をかけるべき場所だったりします。",2026-09-23,kei,3軸フレーム提示型,draft,,,,,,,
10,退職理由,本文,"退職理由は、3つの軸に分けると他責に聞こえません

【例】
事実：担当範囲が決まっており、提案から関われない
自分でやったこと：改善を提案したが、体制上は難しかった
次に求めること：提案から関われる環境

不満で止めず、やったことを挟むのが分かれ目だったりします。",2026-09-23,kei,3軸フレーム提示型,draft,,,,,,,
01,20代で伸びる会社の特徴,本文,"「20代で伸びる会社」の特徴

・20代のうちから判断が回ってきて、自分で決めた結果を引き受ける経験が積める
・成果の基準が明文化されていて、何をすれば評価されるかが本人にも分かる
・失敗が減点ではなく検証として扱われ、次の打席がすぐに回ってくる
・社内にロールモデルがいて、3年後・5年後の自分が具体的に想像できる
・顧客や市場と接点があり、社内調整ではなく事業のために時間を使える",2026-09-23,kei,リスト提示→リプ回収型（長文一文リスト版）,draft,,,,,,,
02,ヤバい上司の特徴,本文,"「20代がついていくと消耗する上司」の特徴

・指示が毎回変わるのに、変わった理由を説明せず、部下の記憶違いとして処理する
・成果は自分の手柄にして、失敗だけは担当者の名前を出して報告する
・相談すると不機嫌になるため、部下が問題を隠すようになり、発覚が遅れる
・自分のやり方以外を認めず、改善提案を「生意気」として受け取る
・部下の評価理由を説明できず、何を頑張れば上がるのかが最後まで分からない",2026-09-23,kei,リスト提示→リプ回収型（長文一文リスト版）,draft,,,,,,,
03,危ない求人の特徴,本文,"「応募前に一度止まったほうがいい求人」の特徴

・仕事内容が抽象的で、入社後に何をするのかが最後まで具体的に書かれていない
・必須要件と歓迎要件が分かれておらず、誰に来てほしいかが決まっていない
・想定年収が応相談だけで、固定残業の時間も内訳も明記されていない
・同じ求人が半年以上出続けていて、募集背景が増員か欠員かも書かれていない
・アットホームや風通しの良さなど、確認できない言葉が説明の中心になっている",2026-09-23,kei,リスト提示→リプ回収型（長文一文リスト版）,draft,,,,,,,
04,伸びない20代の特徴,本文,"大手メーカーで人事部長してますが、
「真面目なのに伸びない20代」の特徴

・依頼された仕事を作業として受け取り、目的や使われ方を確認しないまま着手する
・議事録や日程調整などの雑務を、誰でもできる仕事として雑に処理してしまう
・完璧な回答を作ろうとして返信が遅れ、相手を不安なまま待たせてしまう
・ミスの報告が事実だけで終わり、原因と改善策がセットで出てこない
・相談するとき自分の案を持たず、どうすればいいですかと丸ごと預けてしまう",2026-09-23,kei,リスト提示→リプ回収型（長文一文リスト版）,draft,,,,,,,
05,評価される20代の特徴,本文,"「入社2〜3年で評価が跳ねる20代」の特徴

・資料を作る前に、誰を説得するための資料なのかを確認してから手を動かす
・雑務の質が高く、議事録に次のアクションまで書いてあるので上司の手間が減る
・完璧な答えがなくても一次返答が早く、いつまでに出すかを先に伝えてくる
・ミスをしたとき他責にせず、原因の整理と再発防止までを一度に持ってくる
・相談の場に自分の案を持参し、リスクまで添えたうえで判断を仰いでくる",2026-09-23,kei,リスト提示→リプ回収型（長文一文リスト版）,draft,,,,,,,
06,辞めたほうがいいサイン,本文,"「20代で早めに動いたほうがいい環境」のサイン

・労働時間を誰も管理しておらず、残業の実態が記録として残っていない
・去年と同じ仕事を繰り返していて、新しく覚えた言葉が一つも増えていない
・提案しても検討されず、決まったことだけをこなす役割に固定されている
・仕事ができる人から順に辞めていき、社内に目標になる人が残っていない
・体調を崩す人が続いているのに、原因が個人の問題として処理されている",2026-09-23,kei,リスト提示→リプ回収型（長文一文リスト版）,draft,,,,,,,
07,残ったほうがいいサイン,本文,"「いま動かなくていい人」のサイン

・半年以内に新しい役割や異動の話が出ていて、裁量が増える見込みがある
・評価の基準が明確で、何をすれば上がるかを上司が言葉で説明できている
・分からないことを聞ける相手が社内にいて、教えてもらえる関係ができている
・辞めたい理由が一時的な繁忙によるもので、時期が過ぎれば解消する見込みがある
・いま進行中の案件が、経歴書に書ける実績になる手前まで来ている",2026-09-23,kei,リスト提示→リプ回収型（長文一文リスト版）,draft,,,,,,,
08,成長できる部署の特徴,本文,"「配属されたら当たり」の部署の特徴

・若手にも打席が回ってきて、失敗しても次の機会がすぐに用意されている
・数字や指標が全員に見えていて、自分の仕事が何につながるかが分かる
・レビューの文化があり、指摘が人格ではなく成果物に向けられている
・他部署との接点が多く、社内にいながら視野が広がる構造になっている
・過去のやり方を変えた事例があり、提案が通る余白が実際に残っている",2026-09-23,kei,リスト提示→リプ回収型（長文一文リスト版）,draft,,,,,,,
09,消耗する職場の特徴,本文,"「頑張るほどすり減る職場」の特徴

・頑張った人に仕事が集まるだけで、報酬にも評価にも反映されない構造になっている
・判断の権限がないのに責任だけが現場にあり、決められないまま追及される
・情報が一部の人に集まっていて、必要なことが共有されないまま作業が始まる
・会議の目的が決まっておらず、結論が出ないまま次の会議が設定される
・改善提案が前例のなさを理由に止まり、誰も変えようとしなくなっている",2026-09-23,kei,リスト提示→リプ回収型（長文一文リスト版）,draft,,,,,,,
10,30代で詰む働き方,本文,"「20代でやっていると30代で効いてくる」働き方

・言われた作業だけを丁寧にこなし、自分で判断した経験が積み上がっていない
・専門と呼べる領域がなく、何ができる人なのかを一言で説明できない
・数字で測られる仕事を避け続け、成果の再現性を語る材料が手元にない
・社外の人と関わる機会がなく、自分の市場での位置が分からないままになっている
・失敗を避けるために難しい仕事を断り続け、修羅場の経験が一度もない",2026-09-23,kei,リスト提示→リプ回収型（長文一文リスト版）,draft,,,,,,,
