No,テーマ,種別,テキスト,date,account,structure,status,post_url,impressions,likes,bookmarks,reposts,profile_visits,note
06,面接準備のレベル,本文,"面接の準備、実は3段階あります

落ちる準備
・想定質問を眺めるだけ
・会社のトップページだけ見る
・逆質問を考えていない

普通の準備
・自己紹介を用意する
・志望動機を書き出す
・逆質問を2つ用意する

通る準備は…",2026-09-23,nori,3段階格付け→本命公開型,draft,,,,,,,
06,面接準備のレベル,リプ1,"通る準備
・サービスを実際に使ってみる
・退職理由と志望動機をつなげておく
・面接官の立場ごとに質問を変える

準備量は、最初の3分でだいたい分かります。

調べた人にしか出てこない具体があるので、そこで差がつくんですよね。",2026-09-23,nori,3段階格付け→本命公開型,draft,,,,,,,
07,転職のタイミング,本文,"転職のタイミング、3つに分かれます

危ないタイミング
・勢いで辞めてから探す
・繁忙期の疲れがピークのとき
・比較対象がない状態

普通のタイミング
・在職中に少しずつ探す
・ボーナス後に動く
・期の区切りで動く

いちばん強いタイミングは…",2026-09-23,nori,3段階格付け→本命公開型,draft,,,,,,,
07,転職のタイミング,リプ1,"いちばん強いタイミング
・直近の実績を語れる状態
・書類と棚卸しが終わっている
・急いでいないとき

焦っていない人がいちばん良い条件を引きます。

辞めるかどうかは後で決めていいので、準備だけ先に始めておくのがおすすめかと。",2026-09-23,nori,3段階格付け→本命公開型,draft,,,,,,,
08,自己分析の深さ,本文,"自己分析、やり方で結果が変わります

もったいない自己分析
・性格診断の結果だけ見る
・長所と短所を考えて終わる
・やりたいことを探し続ける

普通の自己分析
・経歴を棚卸しする
・得意な業務を挙げる
・希望条件を書き出す

いちばん効く自己分析は…",2026-09-23,nori,3段階格付け→本命公開型,draft,,,,,,,
08,自己分析の深さ,リプ1,"いちばん効く自己分析
・今の不満を全部書き出す
・不満を条件に言い換える
・優先順位を3つに絞る

やりたいことは、探しても出てこないことが多いです。

それより、避けたいことを言語化するほうが早い。そこから条件は自然に決まるかと。",2026-09-23,nori,3段階格付け→本命公開型,draft,,,,,,,
09,情報収集の質,本文,"会社を調べるとき、情報源で判断精度が変わります

浅い情報収集
・口コミサイトだけ見る
・SNSの評判を鵜呑みにする
・知名度で判断する

普通の情報収集
・採用ページを読む
・事業内容を調べる
・求人票を読み込む

深い情報収集は…",2026-09-23,nori,3段階格付け→本命公開型,draft,,,,,,,
09,情報収集の質,リプ1,"深い情報収集
・募集背景と求人の出し直し回数を見る
・社員の発信を追う
・面接で数字を聞く

口コミは書いた人の立場と時期で変わります。参考にはなりますが、判断材料にはしにくい。

いちばん確かなのは、面接で自分が聞いた答えかと。",2026-09-23,nori,3段階格付け→本命公開型,draft,,,,,,,
10,内定後の意思決定,本文,"内定が出てからの決め方、3段階あります

後悔する決め方
・金額だけで比較する
・期限に押されて即決する
・迷ったまま承諾する

普通の決め方
・条件を並べて比較する
・家族に相談する
・数日考える

後悔しない決め方は…",2026-09-23,nori,3段階格付け→本命公開型,draft,,,,,,,
10,内定後の意思決定,リプ1,"後悔しない決め方
・配属と評価制度まで確認する
・現場の人と話してから決める
・聞いた条件を書面でもらう

迷うときは、気持ちではなく情報の量で決めてください。

分からないことが多いまま決めると、入社後のギャップも大きくなるかと。",2026-09-23,nori,3段階格付け→本命公開型,draft,,,,,,,
01,転職理由,本文,"マイナビで2万人以上の転職支援をしてきましたが、この質問でつまずく人が本当に多いです。

面接官
「転職を考えた理由を教えてください」

お見送りの人1
「人間関係が合わなくて」
→ 他責に聞こえる。うちでも同じと思われる。

お見送りの人2
「残業が多くて体力的に厳しくて」
→ 環境の話だけ。何がしたいかが出てこない。

お見送りの人3
「評価されなかったからです」
→ 基準を確認していない人と見られる。

お見送りの人4
「スキルアップしたくて」
→ 抽象的すぎて志望動機につながらない。

内定とる人
「現職では既存顧客の対応を中心に担当してきました。継続率を上げる工夫を続ける中で、提案の設計から関わりたい気持ちが強くなりました。現職では担当範囲が決まっているため機会が限られます。御社は入社後すぐに提案から任せていただける環境だとうかがい、志望しました」",2026-09-23,nori,NG連打→OK提示型,draft,,,,,,,
02,志望動機,本文,"志望動機、調べた内容をそのまま話すと逆効果です。

面接官
「なぜ当社を志望されたのですか」

お見送りの人1
「成長している業界だからです」
→ 業界の話。会社の話になっていない。

お見送りの人2
「理念に共感しました」
→ 誰でも言える。調べた証拠にならない。

お見送りの人3
「風通しの良さに惹かれました」
→ 社風は入社前に分からないはず。

お見送りの人4
「福利厚生が充実しているので」
→ 条件が目的だと受け取られる。

内定とる人
「前職で紙とExcelでの管理に限界を感じていました。御社のサービスを実際に使ってみたところ、まさにその工程が消える設計になっていて、自分が困っていた側だからこそ伝えられると感じています。導入後の運用まで一緒に考える姿勢にも共感し、志望しました」",2026-09-23,nori,NG連打→OK提示型,draft,,,,,,,
03,自己PR,本文,"自己PR、頑張ったことを話す場ではないです。

面接官
「ご自身の強みを教えてください」

お見送りの人1
「コミュニケーション能力です」
→ 定義が人によって違う。判断できない。

お見送りの人2
「責任感があります」
→ 全員が言う。差がつかない。

お見送りの人3
「粘り強さです」
→ 根拠の場面がないと伝わらない。

お見送りの人4
「何でも一生懸命やります」
→ 何ができるかが出てこない。

内定とる人
「初めて会う相手から情報を引き出すのが得意です。前職では問い合わせ対応を担当し、要望をそのまま受けるのではなく、背景を確認してから提案する形に変えました。結果として差し戻しが減り、対応件数も増やせています。御社でも顧客の課題を整理する場面で活かせると考えています」",2026-09-23,nori,NG連打→OK提示型,draft,,,,,,,
04,なぜうちなのか,本文,"この質問、答えられない人が本当に多いです。

面接官
「同業他社ではなく、なぜ当社なのですか」

お見送りの人1
「業界最大手だからです」
→ 規模の話。他社でも言える。

お見送りの人2
「一番早く選考が進んだので」
→ 正直すぎる。志望度が低く見える。

お見送りの人3
「説明会の雰囲気が良かったので」
→ 印象だけ。中身の話がない。

お見送りの人4
「特に理由はないのですが興味があって」
→ 準備していないと判断される。

内定とる人
「他社も同じ領域を扱っていますが、御社は導入後の支援まで自社で持っている点が違うと感じました。前職で導入後に放置された経験があり、そこを自分で埋める仕事がしたいと思っています。売って終わりにしない体制があるからこそ、御社を志望しました」",2026-09-23,nori,NG連打→OK提示型,draft,,,,,,,
05,強みと弱み,本文,"弱みの答え方で、評価が地味に動きます。

面接官
「ご自身の弱みを教えてください」

お見送りの人1
「特にありません」
→ 自己認識がないと見られる。

お見送りの人2
「心配性なところです（以上）」
→ 対策が出てこないと欠点のまま。

お見送りの人3
「完璧主義なので抱え込みます」
→ 強みの言い換えに聞こえる。

お見送りの人4
「飽きっぽいところです」
→ 早期離職を連想させる。

内定とる人
「一人で抱えてしまうところです。前職で納期直前に相談して迷惑をかけた経験があり、それ以来、着手前に想定工数を共有し、遅れそうなら半分の時点で相談するようにしています。今も意識して続けている部分です」",2026-09-23,nori,NG連打→OK提示型,draft,,,,,,,
06,キャリアプラン,本文,"5年後を聞かれて固まる人、かなり多いです。

面接官
「5年後はどうなっていたいですか」

お見送りの人1
「まだ考えていません」
→ 続ける気があるか不安になる。

お見送りの人2
「管理職になりたいです（以上）」
→ そこまでの道筋が出てこない。

お見送りの人3
「独立を考えています」
→ 期間限定の在籍と受け取られる。

お見送りの人4
「御社で頑張りたいです」
→ 中身がなく、答えになっていない。

内定とる人
「まずは1年で担当を一人で回せる状態になりたいです。3年目までに後輩に教えられる範囲を作り、5年後は提案の設計から関われるようになっていたいと考えています。現時点で管理職を目指すかは決めていませんが、任せてもらえる範囲を広げていきたいです」",2026-09-23,nori,NG連打→OK提示型,draft,,,,,,,
07,退職の切り出し方,本文,"退職を伝えるとき、言い方で揉めるかどうかが決まります。

上司
「話ってなに？」

揉める人1
「今の職場が合わないので辞めます」
→ 否定から入ると引き止めが感情的になる。

揉める人2
「まだ決めてないんですが転職を考えてて」
→ 相談に見える。引き止めの余地を残す。

揉める人3
「次はもっと良い条件のところなので」
→ 比較されたと受け取られる。

揉める人4
（メールやチャットで一方的に）
→ 手続き以前に信頼を失う。

円満に進む人
「お時間よろしいでしょうか。私事で恐縮ですが、〇月末で退職させていただきたく、ご相談に参りました。すでに意思は固まっております。引き継ぎは〇月中に一通り終えられるよう計画を作りました。ご迷惑を最小限にしたいので、進め方をご相談させてください」",2026-09-23,nori,NG連打→OK提示型,draft,,,,,,,
08,逆質問,本文,"最後の逆質問、ここで印象が変わります。

面接官
「何か質問はありますか」

お見送りの人1
「特にありません」
→ 興味がないと受け取られる。

お見送りの人2
「御社の事業内容を教えてください」
→ 調べていないことが伝わる。

お見送りの人3
「残業はどれくらいですか（それだけ）」
→ 条件しか見ていないと思われる。

お見送りの人4
「御社の強みはなんですか」
→ 答えにくく、会話が広がらない。

評価が上がる人
「入社後すぐに担当するのは、どのあたりの業務になりそうでしょうか。あわせて、3ヶ月目までに期待される状態があれば教えてください。前職で立ち上がりに時間をかけてしまった反省があり、入社前に準備しておきたいと考えています」",2026-09-23,nori,NG連打→OK提示型,draft,,,,,,,
09,内定辞退の伝え方,本文,"辞退の連絡、雑にすると後々効いてきます。

企業
「ご検討いかがでしょうか」

印象が悪い人1
（連絡せずフェードアウト）
→ 同じ業界なら、どこかで必ず繋がる。

印象が悪い人2
「他社のほうが条件が良かったので」
→ 比較の結果だけを伝えると角が立つ。

印象が悪い人3
「家族に反対されまして」
→ 本当でも、自分で決めていない印象に。

印象が悪い人4
（メールのみで即日辞退）
→ 選考に関わった人数を考えると不足。

丁寧な人
「このたびは内定をいただき、ありがとうございました。大変迷いましたが、選考を通じて自分が優先したい条件がはっきりし、別の企業でお世話になることにいたしました。お時間をいただいたにもかかわらず申し訳ありません。改めて御礼申し上げます」",2026-09-23,nori,NG連打→OK提示型,draft,,,,,,,
10,前職の不満の伝え方,本文,"不満を聞かれたとき、正直に言うだけだと損します。

面接官
「現職で課題に感じていることは」

お見送りの人1
「上司がコードも書けない人で」
→ 人の批判はそのまま自分に返る。

お見送りの人2
「給料が低すぎます」
→ 条件だけが目的に聞こえる。

お見送りの人3
「体制がぐちゃぐちゃで無理でした」
→ 改善しようとしたかが出てこない。

お見送りの人4
「特に不満はありません」
→ 転職理由と矛盾する。

内定とる人
「引き継ぎの資料が個人のメモに依存していて、担当が変わるたびに時間がかかっていました。自分の範囲では手順書を作って共有しましたが、全体の運用までは変えられませんでした。仕組みから整えられる環境で働きたいと考えたのが、転職を考えたきっかけです」",2026-09-23,nori,NG連打→OK提示型,draft,,,,,,,
01,上司に信頼される報告の仕方,本文,"マイナビで2万人以上の転職支援をしてきましたが、上司に信頼される報告の仕方には順番があります↓

3位「結論から言う」
・聞く側の負担が一気に減る
・時間を奪わない人だと伝わる

2位「悪い報告を先に出す」
・手を打つ時間が残る
・隠さない人だと分かる

1位は…↓",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
01,上司に信頼される報告の仕方,リプ1,"1位「事実と意見を分ける」
・判断材料が濁らない
・上司が自分で考えられる

報告が上手い人は、話し方を変えてるんじゃないです。相手が何を判断したいかを先に考えてるだけ。

20代のみなさん、ここは才能ではなく順番かと。",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
02,20代がやりがちな転職の失敗,本文,"マイナビで転職支援してましたが、20代の失敗はだいたい同じところで起きます↓

3位「勢いで辞めてから探す」
・選択肢が減って足元を見られる
・焦りが条件の妥協につながる

2位「求人票を読まずに応募する」
・必須要件を外して書類落ち
・落ちた理由が自分で分からない

1位は…↓",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
02,20代がやりがちな転職の失敗,リプ1,"1位「不満を条件に翻訳しないまま動く」
・同じ理由でまた辞めることになる
・面接でも軸がぶれて見える

辞めたい理由の裏返しが、そのまま次の条件です。

ここを言葉にしてから動いた人は、ぶっちゃけ結果が全然違うかと。",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
03,面接で落ちる本当の理由,本文,"面接で落ちる理由、能力不足だと思われがちですが実際は違います↓

3位「話が長い」
・要点が拾えず印象に残らない
・打ち合わせでも同じだと想像される

2位「志望動機が他社でも通る」
・調べてきた感が出ない
・志望度が低いと判断される

1位は…↓",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
03,面接で落ちる本当の理由,リプ1,"1位「退職理由と志望動機がつながっていない」
・またすぐ辞めると思われる
・一貫性がないと話が信用されない

面接官がいちばん恐れているのは早期離職です。

不安を消しにいくほうが、アピールより先かと。",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
04,職務経歴書で損している書き方,本文,"マイナビ時代、惜しい経歴書を山ほど見てきました↓

3位「業務を時系列で並べただけ」
・何ができる人か残らない
・読み終わっても印象がゼロ

2位「主語がチームのまま」
・自分の担当範囲が見えない
・配属先を想像してもらえない

1位は…↓",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
04,職務経歴書で損している書き方,リプ1,"1位「数字が一つも入っていない」
・規模感が伝わらない
・比較のしようがなく後回しにされる

売上じゃなくていいです。件数でも人数でも期間でも大丈夫。

20代のみなさん、経歴を盛るより先に、数字を1つ入れてみてください。",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
05,転職して後悔する理由,本文,"転職後に「失敗した」と感じる理由、上位はこれです↓

3位「年収だけで決めた」
・残業前提かどうかで実態が変わる
・時給に直すと下がっていることもある

2位「配属を確認しなかった」
・同じ会社でも部署で別世界
・希望と違う仕事が始まる

1位は…↓",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
05,転職して後悔する理由,リプ1,"1位「人間関係を運任せにした」
・上司との相性で働きやすさが決まる
・制度より毎日話す相手の影響が大きい

二次面接に出てくる人が、入社後の上司であることは多いです。

会社を見るついでに、その人も見ておくといいかと。",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
06,20代のうちに身につけたい力,本文,"転職市場で評価される20代には共通点があります↓

3位「段取りを組む力」
・任せても不安がない
・一人で完結できる人と見られる

2位「言語化する力」
・やったことを説明できる
・経験が評価に変換される

1位は…↓",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
06,20代のうちに身につけたい力,リプ1,"1位「自分で判断した経験」
・再現性があると判断される
・どの会社でも通用する

やったことより、決めたこと。

経歴書に「自分が決めた場面」を1つ書けるかどうかで、見え方が変わるかと。",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
07,辞めたい理由で多いもの,本文,"マイナビで面談していて、20代から出てくる理由はだいたいこの3つでした↓

3位「給与が上がらない」
・評価基準が見えないことが多い
・頑張りどころが分からなくなる

2位「人間関係がしんどい」
・逃げ場がないと消耗が早い
・能力とは関係なく削られる

1位は…↓",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
07,辞めたい理由で多いもの,リプ1,"1位「このままでいいのか不安」
・成長している実感が持てない
・同期や友人と比べて焦る

1位だけ、実は転職以外でも解決することがあります。

異動や担当変更で景色が変わる人もいるので、先に社内を確認してからでも遅くないかと。",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
08,転職活動で時間を溶かす行動,本文,"転職活動が半年以上かかる人、行動のクセが似ています↓

3位「1社ずつ受ける」
・1周に1ヶ月かかる
・比較ができず判断がぶれる

2位「完璧な求人を待つ」
・条件を全部満たす求人はほぼない
・探す時間だけが積み上がる

1位は…↓",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
08,転職活動で時間を溶かす行動,リプ1,"1位「同じ書類で出し続ける」
・5社落ちたら原因は運ではない
・20社出しても結果は同じ

1回止まって直すほうが、結果的に早いです。

書類は作り直すたびに使い回せるので、ここへの投資はいちばん効率がいいかと。",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
09,第二新卒が評価される条件,本文,"第二新卒は不利だと思われがちですが、評価されるポイントがあります↓

3位「辞めた理由を他責にしない」
・同じことを繰り返さないと思える
・一緒に働く画が浮かぶ

2位「短い期間でも得たものを言える」
・吸収する力があると伝わる
・次でも同じように伸びると想像される

1位は…↓",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
09,第二新卒が評価される条件,リプ1,"1位「社会人の基礎ができている」
・連絡が返る、期日を守る、報告する
・教える側の負担が一気に減る

派手な実績はいりません。

新卒より少し慣れていて、まだ素直。ここが第二新卒の強みかと。",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
10,上司が評価する仕事の進め方,本文,"同じ仕事量でも評価が分かれる人、進め方が違います↓

3位「着手前に認識を合わせる」
・手戻りが消える
・確認の手間が減る

2位「途中経過を自分から出す」
・放置されている不安がなくなる
・軌道修正が早い

1位は…↓",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
10,上司が評価する仕事の進め方,リプ1,"1位「終わったあとに改善案を出す」
・次に活かす前提で動いている
・任せる範囲を広げたくなる

評価は成果だけで決まっていないです。

進め方を変えるだけで見え方が変わるので、20代のみなさんはここから試してみてください。",2026-09-23,nori,カウントダウンランキング型,draft,,,,,,,
01,未経験から挑戦できる職種,本文,"❶未経験から入りやすい職種　　❷経験が要る職種

・インサイドセールス　　　　　・経理
・カスタマーサクセス　　　　　・法務
・法人営業　　　　　　　　　　・人事（労務）
・施工管理　　　　　　　　　　・財務
・ITサポート　　　　　　　　　・広報
・品質管理　　　　　　　　　　・マーケティング
・生産管理　　　　　　　　　　・商品企画
・カスタマーサポート　　　　　・コンサルタント
・配送・物流管理　　　　　　　・デザイナー
・販売・店舗運営　　　　　　　・エンジニア

20代のみなさん、左側は「社会人経験があれば土俵に乗れる」職種です。まず左から見てみてください。",2026-09-23,nori,リスト提示→リプ回収型,draft,,,,,,,
02,転勤なしで働ける職種,本文,"❶転勤が少ない職種　　　　　　❷転勤が多い職種

・事務／バックオフィス　　　　・総合職（メーカー）
・エンジニア　　　　　　　　　・金融の総合職
・カスタマーサポート　　　　　・インフラの現場職
・インサイドセールス　　　　　・施工管理
・Webマーケティング　　　　　 ・店舗運営（多店舗）
・社内SE　　　　　　　　　　　・商社の総合職
・経理　　　　　　　　　　　　・公務員（広域）
・人事　　　　　　　　　　　　・プラント関連

同じ会社でも、コース区分で扱いが変わります。求人票の「エリア限定職」の記載は必ず確認してみてください。",2026-09-23,nori,リスト提示→リプ回収型,draft,,,,,,,
03,第二新卒が狙える業界,本文,"第二新卒の採用枠が動きやすい業界はこの辺です

◇人材・教育
◇不動産
◇IT・SaaS
◇小売・流通
↓",2026-09-23,nori,リスト提示→リプ回収型,draft,,,,,,,
03,第二新卒が狙える業界,リプ1,"◇建設・設備
◇物流
◇メーカー（生産・品質）
◇保険・金融の一部

ただ、ここからが大事です。

第二新卒が歓迎される業界は、人の入れ替わりが多い業界でもあります。募集が多い理由が増員なのか欠員なのかで、意味はまったく変わるんですよね。",2026-09-23,nori,リスト提示→リプ回収型,draft,,,,,,,
03,第二新卒が狙える業界,リプ2,"面接で聞いてほしいのはこの3つです。

・この募集は増員ですか、欠員ですか
・直近3年で、この部署から何人辞めましたか
・有給は部署単位で平均何日取れていますか

数字で返ってこない会社は、管理していないか言えないかのどちらかかと。",2026-09-23,nori,リスト提示→リプ回収型,draft,,,,,,,
04,20代で市場価値が上がる経験,本文,"20代のうちに積んでおくと強い経験はこれです

・数字の目標を持った経験
・自分で判断した経験
・社外の人と交渉した経験
・後輩を教えた経験
・仕組みを作り直した経験
・トラブルを収めた経験
・複数案件を同時に回した経験
・上司以外を巻き込んだ経験
・失敗を改善に変えた経験
・新しいツールを導入した経験

役職や社名より、この10個のほうが経歴書で効きます。ぶっちゃけ、どれか1つでも語れれば20代は十分戦えるかと。",2026-09-23,nori,リスト提示→リプ回収型,draft,,,,,,,
05,入社前に確認すべき社内制度,本文,"内定が出たら、承諾の前にここを確認してください

・固定残業の有無と時間
・評価のタイミングと評価者
・昇給の実績レンジ
・試用期間の条件
・転勤の可能性
・リモートは制度か運用か
・住宅補助の条件
・資格取得支援の範囲
・配属部署と担当業務
・研修の期間と内容

聞きにくいと思われがちですが、ここを詰める人ほど入社後に揉めません。

20代のみなさん、遠慮するところじゃないかと。",2026-09-23,nori,リスト提示→リプ回収型,draft,,,,,,,
06,職務経歴書に書ける数字の種類,本文,"「数字がないから書けない」と言う人、これ全部数字です

・担当した件数
・担当した社数
・対応した人数
・チームの人数
・案件の期間
・納期の短縮日数
・削減した工数
・対応した問い合わせ件数
・教えた後輩の人数
・扱った金額の規模
・達成率
・継続率

売上だけが数字じゃないです。事務でも販売でも、必ず1つは出てきます。

まず1つ入れてみてください。読み手の理解が一段変わるかと。",2026-09-23,nori,リスト提示→リプ回収型,draft,,,,,,,
07,退職が決まってからやる手続き,本文,"内定承諾から入社までにやることをまとめました

・就業規則の退職規定を確認
・直属の上司に口頭で伝える
・退職日を相談して決める
・退職届を提出
・引き継ぎ計画を作る
・有給の残日数を確認
・保険証の返却
・離職票の受け取り確認
・源泉徴収票の受け取り
・年金手帳の所在確認
・健康診断の受診
・入社書類の準備

いちばん揉めるのは引き継ぎです。伝える前に計画を作っておくと話が早いかと。",2026-09-23,nori,リスト提示→リプ回収型,draft,,,,,,,
08,応募を避けたほうがいい求人の特徴,本文,"求人票を見るとき、この特徴が重なったら一度止まってください

・仕事内容が抽象的
・必須と歓迎が分かれていない
・年収が応相談だけ
・募集背景が書かれていない
・同じ求人が半年以上出ている
・「アットホーム」が前面
・「未経験大歓迎」しか書いていない
・勤務時間の但し書きが長い
・固定残業の時間が書かれていない
・選考フローの記載がない

1つなら問題ないです。3つ以上重なったら、面接で確認する前提で応募するのが無難かと。",2026-09-23,nori,リスト提示→リプ回収型,draft,,,,,,,
09,スカウトが増えるプロフィールの書き方,本文,"スカウトが来ない人、書いていない項目があります

・現在の業務を3行で要約
・担当している顧客の規模
・使っているツール
・自分が判断している範囲
・数字（件数・人数・期間）
・希望職種を2つまで
・希望勤務地
・希望年収のレンジ
・転職希望時期
・現在の年収

企業側は条件で検索しています。空欄が多いと、そもそも検索に引っかからないんですよね。

埋めるだけで母数が変わるかと。",2026-09-23,nori,リスト提示→リプ回収型,draft,,,,,,,
10,転職サイトとエージェントの使い分け,本文,"❶転職サイトが向いている人　　❷エージェントが向いている人

・自分で探したい　　　　　　　・何から始めるか分からない
・応募先が決まっている　　　　・書類の書き方が不安
・在職中で連絡が煩わしい　　　・面接対策をしてほしい
・条件が明確　　　　　　　　　・年収交渉を任せたい
・複数応募したい　　　　　　　・非公開求人も見たい
・ペースを自分で決めたい　　　・落ちた理由を知りたい

両方使うのがいちばん早いです。ぶっちゃけ、片方だけだと見えない求人が必ず出てくるかと。",2026-09-23,nori,リスト提示→リプ回収型,draft,,,,,,,
01,主要6業界の代表企業,本文,"20代が知っておきたい主要業界の代表企業です

◇インフラ
東京ガス、大阪ガス、中部電力

◇メーカー
味の素、旭化成、ダイキン工業

◇通信
NTTデータ、NTTコムウェア、KDDI

◇金融
↓",2026-09-23,nori,リスト提示→リプ回収型（カテゴリ分割版）,draft,,,,,,,
01,主要6業界の代表企業,リプ1,"◇金融
日本政策投資銀行、東京海上日動火災保険、明治安田生命

◇IT
サイボウズ、TIS、SCSK

◇食品・化学
カゴメ、キユーピー、住友化学

元キャリアアドバイザーとして言うと、働きやすさは会社名ではなく配属部署で8割決まります。

同じ会社でも本社と現場では別世界です。社名だけで決めると外すかと。",2026-09-23,nori,リスト提示→リプ回収型（カテゴリ分割版）,draft,,,,,,,
01,主要6業界の代表企業,リプ2,"面接で確認してほしい質問はこの3つです。

・繁忙期は年に何回、どのくらい続きますか
・直近3年で、この部署から異動や退職をした方は何人ですか
・有給は部署単位で平均何日取れていますか

数字で返ってこない会社は、管理していないか、言えないかのどちらかかと。",2026-09-23,nori,リスト提示→リプ回収型（カテゴリ分割版）,draft,,,,,,,
02,BtoB部品メーカー,本文,"知名度は低いのに世界で戦っている部品メーカーです

◇動力・駆動
THK、椿本チエイン、NOK

◇空気圧・制御
SMC、CKD、コガネイ

◇半導体関連
ディスコ、ローツェ、東京精密

◇モーター
↓",2026-09-23,nori,リスト提示→リプ回収型（カテゴリ分割版）,draft,,,,,,,
02,BtoB部品メーカー,リプ1,"◇モーター
ニデック、マブチモーター、山洋電気

◇センサー・計測
キーエンス、堀場製作所、アドバンテスト

◇搬送・自動化
ダイフク、安川電機、ファナック

部品メーカーは広告を打たないので、応募が集まりにくい構造になっています。

倍率は会社の良し悪しではなく、知名度と応募数で決まるんですよね。",2026-09-23,nori,リスト提示→リプ回収型（カテゴリ分割版）,draft,,,,,,,
