No,テーマ,種別,テキスト,date,account,structure,status,post_url,impressions,likes,bookmarks,reposts,profile_visits,note
06,求人票でホワイト企業を見分ける,パターンC,"新卒の僕は、求人票の「アットホームな職場」を信じて入社しました。

実際は人が辞め続ける現場でした。

選ぶ側になって分かりましたが、まともな会社ほど募集背景を隠さないです。",2026-09-22,haru,ABC3パターン（haru専用ルール）,draft,,,,,,,
07,転職の軸の作り方,パターンA,"転職の軸は3ステップで決まります。

①今の不満を全部書き出す
②不満を条件に言い換える
③優先順位を3つに絞る

この順でやると、面接で軸を聞かれても言葉に詰まらなくなります。",2026-09-22,haru,ABC3パターン（haru専用ルール）,draft,,,,,,,
07,転職の軸の作り方,パターンB,"「転職の軸が定まらない」という相談、めちゃくちゃ多いです。

ただ軸って探すものじゃなく、不満から逆算するものなんですよね。

今しんどい理由の裏返しが、そのまま条件になります。",2026-09-22,haru,ABC3パターン（haru専用ルール）,draft,,,,,,,
07,転職の軸の作り方,パターンC,"僕がブラック企業を辞めたときの軸は、正直「とにかく休みたい」でした。

それでよかったと思ってます。きれいな軸を作ろうとして動けなくなるより、1個決めて進んだほうが早いかと。",2026-09-22,haru,ABC3パターン（haru専用ルール）,draft,,,,,,,
08,カルチャーフィットで見られていること,パターンA,"SaaSの面接でよく見られるのはこの3つです。

①変化に抵抗しないか
②数字で会話できるか
③他部署と連携した経験があるか

スキルよりも、入社後に周りとどう動く人かを見てます。",2026-09-22,haru,ABC3パターン（haru専用ルール）,draft,,,,,,,
08,カルチャーフィットで見られていること,パターンB,"カルチャーフィットって曖昧に聞こえますが、実態は「一緒に働けるか」だけの話です。

合わないと言われるのは人格否定じゃなく、環境とのズレなんですよね。

落ちても引きずらないでください。",2026-09-22,haru,ABC3パターン（haru専用ルール）,draft,,,,,,,
08,カルチャーフィットで見られていること,パターンC,"面接官をしていて自分でも意外だったのが、優秀でも落とす瞬間があることです。

前職の話を全部ネガティブに話す方は、うちでも同じことを言うんだろうなと思ってしまう。

僕もブラック出身なので、気持ちは分かるんですが。",2026-09-22,haru,ABC3パターン（haru専用ルール）,draft,,,,,,,
09,年収より先に確認すべき条件,パターンA,"内定が出たら、年収の前にこの3つを確認してください。

①固定残業の有無
②評価のタイミングと評価者
③最初の3ヶ月で任される範囲

ここが曖昧なまま入ると、金額が良くても続かないです。",2026-09-22,haru,ABC3パターン（haru専用ルール）,draft,,,,,,,
09,年収より先に確認すべき条件,パターンB,"年収だけで決めて後悔する人、本当に多いです。

同じ額でも、残業前提か裁量ありかで実際の時給はまったく違うんですよね。

数字は比べやすいぶん、判断が雑になりがちかと。",2026-09-22,haru,ABC3パターン（haru専用ルール）,draft,,,,,,,
09,年収より先に確認すべき条件,パターンC,"ブラック企業にいた頃、同期と話していたのは給料の額だけでした。

時間で割った瞬間、全員が黙ったのを覚えてます。

選ぶ側になった今でも、あの計算は正しかったと思ってます。",2026-09-22,haru,ABC3パターン（haru専用ルール）,draft,,,,,,,
10,辞めたいのに動けない人の壁,パターンA,"動けない人がまずやるのは、この3つです。

①転職サイトに登録だけする
②職務経歴書を1時間で下書き
③気になる求人を3件保存

辞めるかどうかは後で決めていいです。手を動かす順番だけ決めてください。",2026-09-22,haru,ABC3パターン（haru専用ルール）,draft,,,,,,,
10,辞めたいのに動けない人の壁,パターンB,"「辞めたいけど、次で失敗するのが怖い」

この感覚、ものすごく分かります。ただ動かない理由を探してる間も、今の環境はこちらをすり減らせてくるんですよね。

怖さは準備でしか減らないかと。",2026-09-22,haru,ABC3パターン（haru専用ルール）,draft,,,,,,,
10,辞めたいのに動けない人の壁,パターンC,"僕は辞めると決めてから、実際に動くまで数ヶ月かかりました。

踏ん切りがついたのは、求人を見て「ここなら働けそう」と思える会社が1社見つかったからです。

選択肢があると分かるだけで、人は動けます。",2026-09-22,haru,ABC3パターン（haru専用ルール）,draft,,,,,,,
