No,テーマ,種別,テキスト,date,account,structure,status,post_url,impressions,likes,bookmarks,reposts,profile_visits,note
04,育休・時短が実際に使えるSaaS,リプ1,"名前は...

『【社名】』

【事業内容／2〜3行】

面接で「取得率は何%ですか」と聞いて、答えられる会社は信用できます。数字が出てこない会社は、制度があるだけかと。

フォローすると、働き方の見極め方を採用側から発信しています",2026-09-23,haru,正体伏せ→リプ公開型,draft,,,,,,,
05,選考スピードが速いSaaS,本文,"【在職中でも受けやすい】
選考が速いSaaSはここ↓↓

・面接【　】回
・オンライン完結
・結果連絡まで【　】日
・応募から内定まで最短【　】週間
・面接時間【　】分
・土日・夜の面接【　】

働きながら転職したい人向けです。名前は…",2026-09-23,haru,正体伏せ→リプ公開型,draft,,,,,,,
05,選考スピードが速いSaaS,リプ1,"名前は...

『【社名】』

【事業内容／2〜3行】

在職中の転職で失速する理由の大半は、日程が取れないことです。選考が速い会社を1社入れておくと、活動全体のリズムが崩れません。

フォローすると、在職中の転職の進め方を発信しています",2026-09-23,haru,正体伏せ→リプ公開型,draft,,,,,,,
06,研修が手厚いSaaS,本文,"【未経験でも置いていかれない】
研修が手厚いSaaSはここ↓↓

・入社後の研修期間【　】
・オンボーディング担当【　】
・ロープレの頻度【　】
・メンター制度【　】
・研修後の配属【　】
・未経験入社の割合【　】%

独学で追いつく自信がない人こそ、ここを見てください。名前は…",2026-09-23,haru,正体伏せ→リプ公開型,draft,,,,,,,
06,研修が手厚いSaaS,リプ1,"名前は...

『【社名】』

【事業内容／2〜3行】

未経験で入ると、最初の3ヶ月がいちばんしんどいです。そこを設計している会社かどうかで、続くかどうかが変わるかと。

フォローすると、未経験からのSaaS転職を面接官の視点で発信しています",2026-09-23,haru,正体伏せ→リプ公開型,draft,,,,,,,
07,飲食・小売出身が活きるSaaS,本文,"【前職が飲食・小売なら強い】
狙い目のSaaSはここ↓↓

・顧客は【飲食店・小売店】
・導入社数【　】社
・未経験可の職種【　】
・平均年齢【　】歳
・平均年収【　】万円
・【　】上場

店長やSVの経験が、そのまま面接の武器になります。名前は…",2026-09-23,haru,正体伏せ→リプ公開型,draft,,,,,,,
07,飲食・小売出身が活きるSaaS,リプ1,"名前は...

『【社名】』

【事業内容／2〜3行】

この領域は、ITに詳しい人より現場を回した経験がある人のほうが刺さります。前職はリセットされません。武器になります。

フォローすると、前職を活かすSaaS転職を発信しています",2026-09-23,haru,正体伏せ→リプ公開型,draft,,,,,,,
08,建設・不動産出身が活きるSaaS,本文,"【現場を知ってる人が評価される】
建設・不動産出身が狙うSaaSはここ↓↓

・顧客は【建設会社・工務店】
・導入社数【　】社
・業界シェア【　】
・未経験可の職種【　】
・平均年収【　】万円
・【　】

図面も職人さんの言葉も分かる、が評価される会社です。名前は…",2026-09-23,haru,正体伏せ→リプ公開型,draft,,,,,,,
08,建設・不動産出身が活きるSaaS,リプ1,"名前は...

『【社名】』

【事業内容／2〜3行】

汎用SaaSより、自分が今いる業界のバーティカルSaaS。未経験から狙うなら、こちらのほうが圧倒的に受かりやすいかと。

フォローすると、業界別のSaaS転職ルートを発信しています",2026-09-23,haru,正体伏せ→リプ公開型,draft,,,,,,,
09,離職率が低いSaaS,本文,"【入ってすぐ辞めたくならない】
離職率が低いSaaSはここ↓↓

・離職率【　】%
・平均勤続年数【　】年
・有給取得率【　】%
・平均残業【　】時間
・【働き方に関する制度】
・【　】上場

急成長より、続けられるかで選びたい人へ。名前は…",2026-09-23,haru,正体伏せ→リプ公開型,draft,,,,,,,
09,離職率が低いSaaS,リプ1,"名前は...

『【社名】』

【事業内容／2〜3行】

離職率は会社が出したがらない数字です。だからこそ、公開している会社は信用できるかと。

フォローすると、会社の見極め方を採用側から発信しています",2026-09-23,haru,正体伏せ→リプ公開型,draft,,,,,,,
10,医療・介護出身が活きるSaaS,本文,"【資格や現場経験が武器になる】
医療・介護出身が狙うSaaSはここ↓↓

・顧客は【医療機関・薬局・介護施設】
・導入数【　】
・未経験可の職種【　】
・平均年収【　】万円
・リモート可否【　】
・【　】上場

現場を知っている人が、いちばん強い領域です。名前は…",2026-09-23,haru,正体伏せ→リプ公開型,draft,,,,,,,
10,医療・介護出身が活きるSaaS,リプ1,"名前は...

『【社名】』

【事業内容／2〜3行】

医療事務、MR、介護職の経験は、この領域だと専門性としてそのまま評価されます。畑違いではないです。

フォローすると、経歴の活かし方を面接官として発信しています",2026-09-23,haru,正体伏せ→リプ公開型,draft,,,,,,,
01,志望動機,本文,"志望動機、調べてきたことを話すと逆効果です。

お見送りの人
「成長している業界だと思ったからです」
お見送りの人
「御社の理念に共感しました」
お見送りの人
「風通しの良い社風に惹かれました」

これ、ほぼ他社にも出せます。
では、内定とる人はどう答えるか..",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
01,志望動機,リプ1,"内定とる人（課題ベース）
「前職で〇〇に困っていて、御社のプロダクトはそこを解決していると感じました」

内定とる人（体験ベース）
「無料プランを使ってみて、〇〇の導線が想像より丁寧でした。ここを売る側に回りたいです」

内定とる人（顧客ベース）
「御社の顧客は前職と同じ業界です。困りごとを自分が話せる側だと思いました」

じつは、面接官が志望動機で見ているポイントは...",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
01,志望動機,リプ2,"【 志望動機で絶対に抑えるべき4つ 】

①理念ではなくプロダクトの話をする
理念に共感しました、は調べれば書けます。触った感想は触った人しか言えません。

②前職とのつながりを示す
畑違いでも「顧客が同じ」「課題が同じ」で線がつながれば、即戦力の話になります。

③他社では成立しない理由にする
社名を入れ替えても通る志望動機は、志望動機として機能していないかと。

④入社後の動きまで言う
志望理由は過去の話、入社後の話は未来の話。両方あると本気度が伝わります。",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
02,1分間の自己紹介,本文,"面接の最初の1分、ここで印象はほぼ決まります。

お見送りの人
「〇〇大学を卒業し、新卒で〇〇に入社しまして…」
お見送りの人
「これまで様々な業務に携わってまいりました」
お見送りの人
「本日はよろしくお願いいたします（以上）」

経歴の朗読も、抽象的なまとめも、情報が増えません。
では、通る人はどう話すか..",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
02,1分間の自己紹介,リプ1,"通る人（結論先出し）
「〇〇業界で法人営業を3年、直近は既存顧客の拡大を担当しています」

通る人（数字入り）
「担当は〇社、うち〇社は自分が新規で立ち上げました」

通る人（つなぎ入り）
「今日は、その経験が御社のどこで活きるかをお話しできればと思っています」

じつは、自己紹介で見られているのは経歴じゃないです...",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
02,1分間の自己紹介,リプ2,"【 自己紹介で見られている4つ 】

①話をまとめられるか
1分に収まらない人は、商談でも顧客の時間を奪います。ここは仕事の能力として見ています。

②自分の役割を言えるか
会社の説明が長い人ほど、自分の担当範囲が出てきません。

③数字を自然に使えるか
規模感が分かると、こちらは配属を具体的に考え始めます。

④この後の会話を設計できるか
最後に「今日は〇〇の話をします」と置ける人は、面接の主導権を握れるかと。",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
03,逆質問,本文,"逆質問、ここで落ちる人が本当に多いです。

お見送りの人
「特にありません」
お見送りの人
「御社の事業内容を教えてください」
お見送りの人
「残業はどれくらいありますか（それだけ）」

聞かないのも、調べれば分かることも、条件だけも痛いです。
では、評価が上がる人は何を聞くか..",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
03,逆質問,リプ1,"評価が上がる人（役割の確認）
「入社直後に担当するのは、どの顧客層になりそうですか」

評価が上がる人（体制の確認）
「ISとFSの連携は、どのタイミングで情報を渡す設計ですか」

評価が上がる人（事業の確認）
「今いちばん伸ばしたいプロダクトはどれですか」

じつは、逆質問で見られているのは質問の中身だけじゃないです...",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
03,逆質問,リプ2,"【 逆質問で見られている4つ 】

①どこまで調べたか
調べれば分かることを聞いた時点で、準備していないと判断されます。

②働いている自分を想像できているか
「入社後」を前提にした質問は、それだけで志望度が伝わります。

③相手の立場を読めるか
現場に組織戦略を聞いても答えられません。誰と話しているかで質問を変える人は、仕事でも同じ動きができます。

④条件を聞けるか
条件を聞くのは失礼ではないです。ただ、仕事の質問と混ぜてください。",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
04,「なぜSaaSなのか」への答え,本文,"「なぜSaaSですか」、ここで詰まる人が多すぎます。

お見送りの人
「成長市場だからです」
お見送りの人
「サブスクは安定していると思ったからです」
お見送りの人
「IT業界に興味があって」

全部、記事に書いてあることなんですよね。
では、通る人はどう答えるか..",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
04,「なぜSaaSなのか」への答え,リプ1,"通る人（前職の課題から）
「前職で紙とExcelの管理に限界があり、ツールで解決する側に回りたいと思いました」

通る人（売り方から）
「売って終わりではなく、使われ続けて評価される売り方に興味があります」

通る人（顧客から）
「同じ業界の会社を支援したい。その手段がSaaSでした」

じつは、この質問で見ているのは志望度じゃないです...",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
04,「なぜSaaSなのか」への答え,リプ2,"【 なぜSaaSか、で見ている4つ 】

①ビジネスモデルを理解しているか
解約されると売上が消える、という構造を分かっている人は、入社後の行動が変わります。

②自分の経験と接続できているか
市場の話しかできない人は、どのSaaSでも同じことを言います。

③売り方の違いを理解しているか
売り切りとの違いを自分の言葉で話せるかどうかで、準備量が分かります。

④長く続ける気があるか
成長市場だから、は市場が鈍ったら辞める理由にもなります。ここを面接官は気にしているかと。",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
05,失敗談の話し方,本文,"失敗談、正直に話すだけだと評価されません。

お見送りの人
「上司と合わず、成果が出ませんでした」
お見送りの人
「案件が炎上して、精神的にきつかったです」
お見送りの人
「特に失敗した経験はないです」

他責も、感想も、なしも、判断材料になりません。
では、評価される人はどう話すか..",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
05,失敗談の話し方,リプ1,"評価される人（事実→行動）
「受注が3ヶ月ゼロでした。架電先の業種を絞って、リストを作り直しました」

評価される人（原因の分解）
「失注の理由を並べたら、決裁者に会えていないことが原因でした」

評価される人（学びの一般化）
「以来、初回で決裁者を確認するようにしています」

じつは、失敗談で見ているのは失敗の重さじゃないです...",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
05,失敗談の話し方,リプ2,"【 失敗談で見られている4つ 】

①事実を具体的に言えるか
数字と場面が出てくると、本当に経験した話だと分かります。

②原因を自分の側で分解できているか
環境のせいで止まる人は、入社後も同じところで止まります。

③打った手があるか
失敗の後に何をしたか。ここが空白だと、ただの愚痴になります。

④次に活きているか
同じ状況で今ならどうするか。ここまで話せると、むしろ強みとして残るかと。",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
06,希望年収の伝え方,本文,"希望年収、遠慮して損する人が多すぎます。

お見送りの人
「御社の規定に従います」
お見送りの人
「特にこだわりはありません」
お見送りの人
「できれば今より上がれば…」

謙虚に見えて、こちらは下限に寄せる判断をします。
では、通る人はどう伝えるか..",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
06,希望年収の伝え方,リプ1,"通る人（現状と希望をセットで）
「現在〇〇万で、〇〇万を目安に考えています」

通る人（根拠つき）
「前職では〇〇まで任されていたので、その範囲なら〇〇万が目安かと思っています」

通る人（優先順位つき）
「金額より配属を優先したいです。そのうえで〇〇万を希望しています」

じつは、希望年収の答え方で見ているのは金額じゃないです...",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
06,希望年収の伝え方,リプ2,"【 希望年収で見られている4つ 】

①自分の市場価値を把握しているか
根拠なく高い額も、遠慮して低い額も、判断材料を減らします。

②提示の根拠を作れるか
任せられる範囲が具体的だと、こちらも社内で上を通しやすくなります。

③優先順位を持っているか
何を取りに来たのかが分かる人は、条件交渉でも揉めません。

④入社後に不満を残さないか
言わずに入った人ほど、1年後に辞めます。面接官はここを心配しているかと。",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
07,未経験であることの説明,本文,"未経験を言い訳から入る人、その時点で厳しいです。

お見送りの人
「未経験なので、一から勉強させていただきます」
お見送りの人
「ご迷惑をおかけするかもしれませんが」
お見送りの人
「やる気だけは誰にも負けません」

謙遜も気合いも、こちらの判断材料にならないんですよね。
では、受かる人はどう話すか..",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
07,未経験であることの説明,リプ1,"受かる人（接続）
「SaaSは未経験ですが、顧客は前職と同じ業界です」

受かる人（再現性）
「無形商材ではないものの、課題を聞いて提案する流れは同じでした」

受かる人（学習の証拠）
「御社のプロダクトを触り、競合との違いを自分なりに整理しました」

じつは、未経験者で見ているのは経験の有無じゃないです...",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
07,未経験であることの説明,リプ2,"【 未経験で見られている4つ 】

①前職との共通点を自分で見つけられるか
共通点を探す作業は、入社後に顧客の課題を探す作業と同じです。

②学習が行動になっているか
勉強していますより、触りました、のほうが強いです。

③立ち上がりの想像ができているか
最初の3ヶ月で何をするかを言える人は、こちらも育成の画が浮かびます。

④卑下しすぎていないか
謙遜が強すぎると、顧客の前でも同じ姿勢に見えてしまうかと。",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
08,ブランクの説明,本文,"ブランク、濁すのがいちばん損です。

お見送りの人
「いろいろありまして…」
お見送りの人
「自分を見つめ直していました」
お見送りの人
「特に何もしていませんでした」

隠されると、こちらは悪いほうに想像します。
では、通る人はどう説明するか..",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
08,ブランクの説明,リプ1,"通る人（事実を短く）
「家族の介護で半年空けました。今は体制が整っています」

通る人（行動を添えて）
「療養で3ヶ月空けましたが、直近は〇〇を学んでいました」

通る人（復帰の意思）
「空白の理由は〇〇です。今は問題なくフルタイムで働けます」

じつは、ブランクで見ているのは期間じゃないです...",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
08,ブランクの説明,リプ2,"【 ブランクで見られている4つ 】

①説明できるか
理由が一言で言えるだけで、確認のための見送りがなくなります。

②今は働ける状態か
こちらがいちばん知りたいのはここです。先に言ってください。

③空白期間に何をしたか
何もしていなくても構いません。正直に言って、今の状態を説明するほうが信用されます。

④同じことが起きたときの備えがあるか
再発時の体制まで話せると、不安が消えるかと。",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
09,転職回数の説明,本文,"転職回数、回数そのものより説明で落ちてます。

お見送りの人
「どこも合わなかったんです」
お見送りの人
「たまたま会社の都合が重なって」
お見送りの人
「今度こそ長く働きたいと思っています（それだけ）」

理由がバラバラだと、次も同じだと思われます。
では、通る人はどう説明するか..",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
09,転職回数の説明,リプ1,"通る人（一貫性）
「3社とも顧客は同じ業界です。担当範囲を広げるために動いてきました」

通る人（事実の開示）
「2社目は事業撤退で異動になり、担当が変わったため動きました」

通る人（今回の基準）
「今回は評価者とレビュー体制を必ず確認しています」

じつは、転職回数で見ているのは回数じゃないです...",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
09,転職回数の説明,リプ2,"【 転職回数で見られている4つ 】

①理由に一貫性があるか
軸が通っていれば、回数は決定打になりません。

②他責になっていないか
全部が環境のせいだと、うちも同じ扱いになると想像します。

③各社で何を得たか言えるか
短くても得たものが言える人は、次でも同じように吸収します。

④今回の確認項目があるか
同じ失敗を避けるために何を確認しているか。ここが言えると、一気に不安が消えるかと。",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
10,「プロダクトを触ってどうでしたか」への答え,本文,"この質問、準備してない人がすぐ分かります。

お見送りの人
「とても使いやすいと思いました」
お見送りの人
「UIがきれいで感動しました」
お見送りの人
「まだ触れていないのですが…」

褒めるだけも、未着手も、同じくらい印象に残りません。
では、評価される人はどう答えるか..",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
10,「プロダクトを触ってどうでしたか」への答え,リプ1,"評価される人（使用場面つき）
「前職の〇〇業務に当てはめると、〇〇の工数が消えると感じました」

評価される人（比較つき）
「競合の〇〇と比べて、〇〇の設定が簡単でした」

評価される人（改善提案つき）
「初期設定で迷った箇所があり、そこは導入支援の腕が効きそうだと思いました」

じつは、この質問で見ているのは感想じゃないです...",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
10,「プロダクトを触ってどうでしたか」への答え,リプ2,"【 プロダクトの感想で見られている4つ 】

①本当に触ったか
触った人にしか出てこない具体が、一言で分かります。

②顧客目線で使えているか
自分が使うのではなく、顧客が使う場面で語れるかどうか。

③競合を知っているか
比較の言葉が出る人は、商談でも比較されたときに戦えます。

④課題を指摘できるか
褒めるだけの人より、改善点を1つ挙げられる人のほうが、入社後に頼りになるかと。",2026-09-23,haru,NG連打→OK提示型,draft,,,,,,,
01,未経験採用の本気度,本文,"未経験歓迎、全部が同じ意味じゃないです。
本気度は3段階に分かれます↓

入っても苦しい未経験歓迎
・研修の説明が出てこない
・配属先が決まっていない
・「ポテンシャル採用」としか言わない

そこそこの未経験歓迎
・研修期間だけは決まっている
・前職の業界を聞いてくる
・現場との面接が1回ある

本気の未経験歓迎は…",2026-09-23,haru,3段階格付け→本命公開型,draft,,,,,,,
01,未経験採用の本気度,リプ1,"本気の未経験歓迎
・入社後3ヶ月のカリキュラムが言語化されている
・未経験入社の先輩が実際にいて、名前が出てくる
・面接で「あなたの前職のどこを活かすか」を向こうから言ってくる

つまり、
苦しい会社は「人手が足りないから未経験でもいい」
そこそこの会社は「育てる気はあるが仕組みが途中」
本気の会社は「未経験を戦力にする設計がある」

面接官として見ていて、未経験から伸びた人の共通点は…",2026-09-23,haru,3段階格付け→本命公開型,draft,,,,,,,
01,未経験採用の本気度,リプ2,"全員、求人票の「未経験歓迎」ではなく、面接での回答で選んでました。

聞き方はシンプルです。
「未経験で入った方は、3ヶ月目に何をしていますか」
これに具体で答えられる会社は設計があります。

言葉が濁る会社は、入社後に放置されます。
未経験の転職は、入る会社より入った後の3ヶ月で決まるかと。",2026-09-23,haru,3段階格付け→本命公開型,draft,,,,,,,
02,教育体制のレベル,本文,"SaaSの教育体制、会社によって差がえぐいです↓

置いていかれる会社
・OJTという名の見て覚えろ
・マニュアルが個人のメモ止まり
・質問する相手が決まっていない

普通の会社
・最初の研修はある
・マニュアルはあるが更新が遅い
・メンターが一応つく

伸びる会社は…",2026-09-23,haru,3段階格付け→本命公開型,draft,,,,,,,
02,教育体制のレベル,リプ1,"伸びる会社
・商談の録画がすぐ見られる
・よくある質問が社内で共有されている
・ロープレが週に組み込まれている

つまり、
置いていかれる会社は「個人の記憶に依存」
普通の会社は「仕組みはあるが更新されない」
伸びる会社は「先輩の経験が全員に配られる」

未経験で伸びた人が選んでいたのは…",2026-09-23,haru,3段階格付け→本命公開型,draft,,,,,,,
02,教育体制のレベル,リプ2,"研修の長さではなく、録画とドキュメントが残っている会社でした。

研修期間が3ヶ月あっても、終わった後に見返せるものがなければ、結局は個人の記憶頼みです。

逆に研修が2週間でも、商談の録画と質問集が整っていれば、自分の速度で追いつけます。

面接では「入社後、分からないことはどこを見れば分かりますか」と聞いてみてください。",2026-09-23,haru,3段階格付け→本命公開型,draft,,,,,,,
03,リモート制度の本気度,本文,"「リモート可」、この3段階を知らないと危ないです↓

すぐ覆る会社
・採用ページに働き方の記載がない
・面接官によって説明が違う
・「今のところリモートです」と言う

そこそこの会社
・全社方針としては公開している
・職種別の記載はない
・出社頻度は現場任せ

制度として続く会社は…",2026-09-23,haru,3段階格付け→本命公開型,draft,,,,,,,
